load (lbf),span (in),inertia (in4),deflection (in)
142.729081,381,824.690045,1.64182
110.287631,384,730.732135,1.509658
130.249988,394,551.303048,2.603336
111.79829,406,758.704208,1.941828
147.611689,307,512.531063,1.177582
136.066264,477,655.033165,4.986535
112.915549,385,739.953455,1.546226
164.404399,348,606.122699,1.867031
83.546037,413,930.943868,1.205951
165.831287,288,547.432342,0.924795
108.615899,246,582.02654,0.325241
116.829821,439,557.577245,3.531613
153.009208,442,669.499066,4.091884
153.824462,313,787.642847,0.846447
127.124358,405,803.322476,1.992965
166.034601,302,562.490279,1.148508
160.347441,257,999.191864,0.324296
123.563959,316,699.745958,0.854925
91.711802,447,740.91201,2.36502
114.196641,372,729.79922,1.381638
135.931936,437,612.503642,3.924861
157.401317,290,774.091404,0.683402
159.726497,333,826.454231,1.136612
120.489787,469,850.308002,3.211556
140.31196,279,712.067108,0.530461
141.653036,295,732.300643,0.652787
140.286918,268,950.023941,0.364579
87.287734,255,776.989796,0.21649
157.748088,324,560.791324,1.442579
165.277534,472,987.183393,4.049284
158.646057,447,691.655071,4.10664
104.678459,350,678.759222,1.109225
126.150413,322,963.906761,0.668718
161.834444,242,987.603817,0.260273
131.80863,343,502.655061,1.652986
90.032575,365,899.828002,0.82088
102.133017,282,850.012718,0.352046
89.380378,298,579.057431,0.544291
98.233693,436,999.047183,1.666962
136.968405,401,828.429154,1.918498
136.957557,400,827.629264,1.999448
138.635675,389,820.719674,1.736204
124.711833,449,592.2513,4.115383
88.321509,363,892.974403,0.832383
148.268318,362,572.094681,2.1652
131.054451,424,584.424802,3.495244
118.699496,246,612.717719,0.324144
88.013955,280,805.799388,0.322627
153.034016,255,724.423548,0.421296
157.322448,314,799.502914,0.911204
152.841408,328,550.233048,1.564964
96.064575,444,751.17923,2.386879
108.379279,302,639.941019,0.674123
134.036501,388,806.762033,1.770429
130.505521,243,894.410349,0.240789
151.99443,331,550.598641,1.53517
117.227801,290,904.277904,0.430974
93.093534,405,700.995047,1.704645
138.152997,367,546.637099,2.212165
89.291986,252,780.23042,0.210672
162.446013,449,705.009224,4.433173
108.961149,371,962.963659,0.958662
89.989645,264,545.331375,0.3573
84.93517,421,943.760475,1.308595
90.518563,321,855.777271,0.543081
87.270774,376,903.267319,0.936353
157.346075,357,593.670484,2.009557
157.841431,440,681.895249,3.884843
105.349166,450,784.987786,2.665908
120.425116,281,903.494474,0.372002
147.234917,260,712.47756,0.421404
154.300396,439,920.134433,2.851751
108.663599,360,700.698775,1.193433
121.410063,286,912.482856,0.41981
143.905751,452,902.169956,3.178402
163.962928,288,791.783968,0.680762
116.022818,320,681.840104,0.861101
154.738322,450,933.479828,3.275394
138.888135,347,778.213321,1.216697
92.590842,336,627.642306,0.846666
106.286874,289,619.582924,0.570802
135.606297,468,644.224553,4.910771
100.920384,480,552.566248,4.57986
83.758974,250,761.288411,0.205132
95.769459,384,936.950345,0.983033
145.914815,243,940.47584,0.24694
162.965847,288,538.818203,0.920847
158.780579,414,657.144728,3.172007
114.662256,479,593.193468,4.865073
146.480866,252,952.056421,0.298086
139.471441,314,995.550098,0.654368
92.372816,357,649.017672,1.096933
117.894047,412,532.420332,2.889723
92.27504,424,718.816763,1.885447
141.189059,432,623.419931,3.657256
111.329741,269,864.665606,0.314535
131.979363,364,775.388299,1.329416
123.109996,268,648.490825,0.450278
164.469612,282,537.197132,0.85753
144.330878,466,668.827362,4.512132
140.375043,307,990.754318,0.575499
127.524732,286,930.822469,0.413298
149.331455,310,520.811602,1.282722
115.942233,454,820.929074,2.794858
93.420864,294,587.025353,0.561072
165.207678,369,630.098615,2.287948
154.067643,325,550.480455,1.448411
153.635882,256,727.458162,0.407024
156.797417,417,904.592077,2.521491
133.20926,435,602.626381,3.828565
119.304946,250,868.758536,0.25157
129.156146,320,970.798076,0.664676
120.872066,298,922.781726,0.463458
128.895488,271,918.994793,0.358557
149.671779,443,660.647496,4.081377
110.17305,461,560.78467,4.217859
91.374098,371,910.397411,0.88058
89.564005,255,784.042964,0.220602
155.832377,278,506.81013,0.849058
111.270415,318,915.301431,0.582896
90.971593,328,864.449116,0.589664
165.232162,423,936.525756,2.607806
126.512508,441,588.701781,3.7223
125.534966,438,832.931365,2.472729
147.620342,446,907.944376,2.929898
138.195435,383,563.459889,2.427831
119.739682,267,887.714101,0.306225
99.721892,415,981.882012,1.342083
146.887671,334,789.062926,1.0418
115.909343,422,537.50435,3.095366
115.316898,404,516.395669,2.824034
159.579488,292,533.34928,1.010599
156.935376,408,896.282695,2.332541
161.223924,361,609.385959,2.105553
118.882466,269,636.887988,0.470427
145.428808,242,688.760455,0.338829
152.941508,398,623.412951,2.731236
151.644817,266,731.637173,0.465247
157.004776,435,674.263057,3.728455
97.228448,255,806.85173,0.23434
158.513839,398,889.995385,2.149108
92.663298,272,811.360041,0.301382
85.316496,477,752.552651,2.665006
148.119662,284,990.567087,0.469516
110.509254,242,583.297884,0.294505
93.648629,474,524.752022,4.016132
138.167416,299,726.235946,0.711027
155.665226,381,613.425538,2.498416
109.269928,461,558.169267,4.199582
114.349343,451,562.63526,4.00741
103.288977,379,954.268194,0.994294
125.748692,350,991.345335,0.906941
133.944286,470,641.680695,4.947665
136.53253,444,621.895701,3.944257
136.692618,379,804.378246,1.569286
141.809548,364,554.228563,2.173444
84.345557,326,842.120688,0.544382
107.129822,352,687.880237,1.148622
134.988558,248,912.984698,0.252882
121.892096,392,523.565465,2.493752
128.801329,342,742.384514,1.105442
137.679084,389,568.598443,2.551191
90.081545,401,938.395237,1.209549
124.221407,475,867.087727,3.4296
101.225696,271,586.230712,0.419821
126.392124,438,835.409257,2.484202
138.887436,392,574.515381,2.762784
126.314809,417,813.395766,2.199187
93.346356,242,782.106806,0.196873
87.576304,441,971.887041,1.66374
123.898209,303,937.371719,0.527454
106.395947,345,678.760238,1.013796
99.225895,300,609.779907,0.594866
141.937263,263,699.9584,0.430927
119.423243,400,525.306046,2.771886
164.974962,296,553.089075,1.016138
163.248999,426,683.973104,3.532349
145.059513,396,598.134694,2.764637
98.359046,436,749.633481,2.279836
137.305046,452,883.192355,2.929218
83.361352,324,837.223943,0.527467
130.741123,367,774.288562,1.43284
157.118631,434,923.712746,2.768791
115.871662,364,726.427666,1.291979
95.953699,284,583.236156,0.480731
156.234872,294,525.050333,1.081635
108.968536,302,891.668585,0.474872
103.736179,445,774.386994,2.41762
107.864639,462,805.007713,2.825183
143.739584,385,582.659425,2.632678
144.416585,397,846.639767,2.012428
129.145019,286,935.532714,0.417062
99.989593,258,818.652476,0.262195
118.446014,284,650.697593,0.570575
135.093785,393,564.467216,2.754463
104.168088,249,821.396942,0.225489
85.915087,351,872.964804,0.72166
127.761756,242,885.464925,0.233628
130.2273,253,904.336375,0.279464
150.783796,284,747.888628,0.588729
121.42786,323,950.236641,0.626036
95.185941,362,912.84018,0.873008
145.652203,379,831.318733,1.715576
105.026958,260,586.282226,0.388927
157.117801,388,625.263541,2.533902
163.559696,273,775.507956,0.558774
109.85613,290,881.565429,0.411535
158.67369,447,941.722295,3.251365
100.442621,283,596.589655,0.512197
138.384323,323,751.289171,0.893323
145.227216,417,870.255459,2.403227
105.952711,409,743.985994,1.830902
92.10411,395,938.246756,1.16585
164.350178,275,529.792343,0.785101
121.864077,308,686.341522,0.736923
164.726873,455,968.095952,3.546149
147.22712,435,644.885697,3.622062
140.87655,278,711.967571,0.552735
111.601041,431,783.851571,2.274041
111.65749,457,561.180379,3.927299
100.756922,376,943.740671,0.997117
118.48459,427,800.128387,2.291783
101.783503,435,508.388054,3.206666
116.273438,337,699.447381,1.036663
109.826386,284,625.247274,0.519918
161.419856,257,501.839005,0.650604
89.739688,327,860.107762,0.54913
147.446548,256,959.082314,0.30226
90.176811,350,635.491184,0.958206
98.588488,392,703.909103,1.506463
162.393208,425,680.124271,3.497398
118.820577,424,798.50818,2.238993
98.165546,383,693.798319,1.455837
114.241917,393,501.744853,2.57305
99.21052,370,932.955714,0.883072
154.842078,441,924.383763,3.050397
151.755587,468,942.96983,3.71705
135.425006,414,837.43052,2.242319
125.420528,456,601.164124,4.133467
99.06067,250,807.728199,0.220599
129.712075,244,643.484905,0.329663
116.961513,335,949.94629,0.732054
86.626892,401,677.797339,1.567138
136.146983,379,553.718542,2.328628
165.179035,448,712.403966,4.214527
121.797207,468,602.653773,4.433421
120.374243,371,997.285959,1.03356
102.306081,463,788.860133,2.883049
163.248603,456,964.356071,3.384594
137.033579,418,596.371264,3.398634
123.607635,293,676.511245,0.621087
111.705204,313,660.997233,0.741549
99.494048,291,601.613354,0.53486
101.903143,276,843.155997,0.324653
133.360207,388,804.147956,1.766056
86.276603,376,650.108254,1.254195
160.069104,407,904.452126,2.340691
112.712098,282,631.871352,0.540754
161.867239,456,961.034951,3.363621
162.364611,371,623.424536,2.316875
157.153342,426,915.400194,2.591998
129.076249,274,922.483114,0.355636
151.830212,337,806.231111,1.154068
85.187467,372,892.680552,0.841655
142.657782,377,571.1649,2.446494
109.739973,473,571.747279,4.347176
91.120498,266,550.187675,0.389315
144.528859,243,936.501903,0.245324
148.472991,385,596.836629,2.665599
133.688666,346,761.957759,1.176856
96.304619,467,525.126122,3.895261
95.135447,261,807.455177,0.251158
98.789355,302,610.803447,0.607082
95.873704,421,976.123372,1.37047
148.612082,453,917.695474,3.269348
150.462076,281,993.794381,0.45638
115.191031,266,622.331048,0.444436
132.303187,295,954.669512,0.500203
117.76107,368,987.043415,1.037207
154.695845,296,522.593501,1.104359
124.378947,366,504.553046,2.005795
154.100273,345,571.24763,1.776462
150.864611,280,994.726243,0.450844
119.809899,413,539.11992,2.933919
141.647519,338,527.397858,1.691616
134.021337,352,519.127038,1.902691
102.659862,373,696.894826,1.301202
162.92907,347,850.642322,1.269185
147.548376,245,697.596897,0.339603
96.26725,474,782.84746,2.846376
161.43964,274,519.931637,0.853617
122.376822,426,811.098478,2.205652
140.224434,437,876.395569,2.636911
129.722583,325,977.739588,0.705972
108.573995,304,892.328005,0.461208
83.969159,450,721.00179,2.159711
131.797968,478,643.715179,5.186556
84.772758,270,785.116787,0.261341
160.155868,242,982.553641,0.258504
138.772396,455,640.656687,4.521549
114.010042,442,552.466099,3.749384
142.51205,368,560.784056,2.257475
120.499756,317,692.023504,0.851615
112.89327,349,702.398311,1.150944
124.062293,431,571.245142,3.595029
111.805522,272,869.056069,0.312403
96.249182,251,550.193786,0.31087
86.953677,350,625.489982,0.935885
119.957728,303,925.460523,0.515445
149.564798,347,810.353575,1.270232
137.752239,350,527.777206,1.885912
111.09925,352,949.782614,0.803063
161.617695,394,644.827937,2.700467
90.504727,400,938.441451,1.145986
121.318997,245,618.87149,0.323421
86.386402,322,844.152565,0.530142
144.878305,473,927.756871,3.561138
115.353646,404,767.111192,1.855261
110.206614,273,865.282694,0.329861
91.969778,265,552.037862,0.366932
90.413444,339,874.852453,0.661202
94.858095,398,699.545352,1.545639
163.64715,478,738.905006,5.226532
135.539075,391,813.989169,1.832838
138.915693,312,742.026122,0.831187
140.594464,281,714.027644,0.545642
121.577679,304,931.059608,0.501017
135.733438,457,633.063858,4.326107
153.966376,357,583.795366,1.894041
147.976256,243,696.693683,0.347306
101.997441,282,850.079202,0.369168
113.751606,476,837.214261,3.250014
138.813986,293,972.115871,0.479859
145.65534,393,846.386728,1.95107
124.019136,334,970.127402,0.71868
148.533564,478,943.76899,3.757719
116.93385,267,879.224126,0.316856
121.304674,411,792.327932,1.934037
162.414273,461,967.874777,3.50412
113.175331,306,658.341789,0.724566
121.105489,341,968.933252,0.801271
99.039519,263,571.404844,0.372734
126.304675,284,925.1818,0.420555
164.650244,378,887.243322,1.739847
125.181678,364,755.070254,1.354276
133.673724,402,570.149023,2.953338
127.425793,273,666.270541,0.515296
133.053041,277,937.954118,0.397544
91.73692,320,858.868098,0.516108
105.520927,462,548.175441,3.94822
105.757521,457,793.244919,2.819952
99.777655,314,876.603987,0.513279
141.232811,476,919.834093,3.763466
151.519424,457,930.515779,3.249892
131.692286,356,765.804233,1.227432
102.48528,284,852.920747,0.362333
145.531567,370,821.87905,1.573356
151.627348,406,878.034335,2.135679
140.644244,277,960.372189,0.393094
150.134496,391,857.217498,1.952724
156.894509,449,937.99646,3.281281
127.18241,274,917.129928,0.37003
99.653967,473,541.694616,4.127863
138.648138,300,728.76684,0.685139
130.90069,305,960.274372,0.56204
107.333966,354,690.562945,1.116305
138.95193,298,977.666743,0.537448
99.295688,241,798.441209,0.193027
133.152257,306,968.314049,0.547608
139.4521,246,675.1025,0.334611
136.119218,294,964.928439,0.479409
106.906964,302,635.428939,0.636279
119.60604,423,799.236414,2.120383
163.697951,447,706.940905,4.380342
137.530956,404,583.10461,2.895069
158.040592,316,803.447609,0.935052
135.220087,354,774.363553,1.286161
165.663572,340,851.661684,1.250587
93.69073,267,558.918914,0.381151
88.575302,390,671.877099,1.447118
96.502004,248,547.757103,0.298343
155.191306,266,993.10549,0.361058
127.329852,377,774.195761,1.473638
131.778782,375,535.619926,2.336356
125.552069,266,903.448764,0.328612
85.553119,448,973.475215,1.644106
139.185462,480,917.380169,3.839898
153.961229,317,541.600092,1.397027
97.296388,277,580.582495,0.466351
104.86719,291,617.206655,0.580542
86.335331,348,621.88994,0.960078
131.973169,341,501.189791,1.621432
147.327097,374,831.955743,1.645989
95.61311,311,610.657279,0.693705
122.947488,337,720.345329,1.070605
160.589745,307,551.803324,1.143911
166.052218,270,529.710229,0.737996
154.323204,464,696.41496,4.83501
117.082888,313,926.968949,0.571048
101.181046,251,564.50731,0.319966
161.38846,344,592.48228,1.695924
111.463438,272,867.829333,0.328127
166.56745,451,969.640069,3.294732
118.951486,314,683.765598,0.77837
136.068376,408,583.247002,3.126404
165.517224,395,657.81598,2.891434
146.838282,371,577.367573,2.231273
144.201527,269,712.893188,0.471753
97.321801,293,847.411169,0.410589
140.318361,280,962.356624,0.408608
133.93186,410,578.557194,3.15821
146.534661,269,970.217366,0.380608
141.269952,379,819.115421,1.599639
135.402275,367,788.49509,1.463297
136.965825,383,809.460395,1.715362
85.036537,422,944.89097,1.321297
166.519225,378,642.934167,2.493857
134.541852,338,506.07469,1.583458
96.429403,275,825.318076,0.307755
128.680904,337,986.799157,0.763283
134.81517,354,773.182776,1.283809
151.657368,462,936.066651,3.551226
85.332634,443,717.858714,2.177917
111.618401,256,851.107393,0.262479
136.450103,378,553.21256,2.311698
87.479383,433,963.738648,1.556313
126.246533,408,803.473196,2.037082
107.326263,352,688.579135,1.094131
124.083796,350,986.595575,0.897948
143.607877,336,531.301287,1.584897
158.65504,286,773.737381,0.652374
147.563549,370,577.948593,2.328346
131.914018,268,924.692735,0.332513
159.176351,256,994.411605,0.334077
93.853509,286,579.394819,0.511171
151.705232,456,679.92777,4.52664
155.290522,295,523.465421,1.092342
91.7117,303,590.430163,0.617413
162.377073,447,952.372924,3.300446
126.701511,351,745.632783,1.140136
105.381504,317,896.107642,0.526189
161.650602,451,704.48698,4.491586
139.972761,263,694.188923,0.427707
123.644694,477,618.225871,4.747485
137.601997,361,538.649461,2.09106
106.467336,319,651.672575,0.809591
157.369883,442,682.07437,3.94202
95.258155,247,543.460652,0.291711
125.313952,408,801.196884,1.925418
121.244285,395,775.454359,1.770521
160.737187,410,908.869156,2.294527
114.8437,412,523.635539,3.001153
141.227135,430,871.096884,2.504977
155.06865,456,940.169792,3.273411
133.032542,377,791.324533,1.593382
93.064425,362,656.415629,1.099901
109.464138,309,649.970619,0.735893
138.282383,436,618.532676,3.925306
149.16805,416,630.553038,3.138332
131.922326,455,619.508354,4.418671
122.604024,467,854.342784,3.043953
122.845353,259,888.788437,0.278407
103.451064,399,726.297613,1.653091
120.380591,437,816.109882,2.511184
148.329987,474,688.619244,5.096172
153.034977,280,500.608601,0.910382
97.953976,242,545.524631,0.290201
148.760268,363,824.703816,1.415273
124.882099,321,709.100271,0.909407
151.927259,407,629.532625,2.938151
96.412681,367,921.425549,0.882703
158.140859,315,552.504004,1.245136
138.831445,372,553.701766,2.207575
136.394558,404,579.685293,2.885099
106.632733,260,590.691515,0.373283
139.831234,383,568.695796,2.560673
95.01794,439,741.877728,2.281153
128.354606,446,599.632843,3.887343
140.683071,375,812.457932,1.61731
113.3161,299,901.539985,0.470971
96.776166,472,781.664278,2.961106
114.321711,400,760.012544,1.781044
148.678977,424,887.382252,2.462622
86.172845,435,711.141216,1.962835
149.537357,407,622.43213,2.91835
127.144673,354,750.101842,1.177573
89.669748,420,706.851709,1.880624
143.512035,292,984.522943,0.509836
109.477142,360,703.087071,1.199167
84.122417,404,922.97919,1.120922
125.574428,387,529.957152,2.541686
100.341473,340,904.932745,0.655093
109.210316,367,959.877125,0.970879
113.78808,472,832.864569,3.000592
87.430821,364,891.289999,0.834118
149.202818,297,507.319205,1.106984
141.532871,291,978.189368,0.47416
102.925504,307,878.079041,0.483987
141.981374,244,929.606627,0.258838
151.233686,321,538.04086,1.449643
91.846693,317,606.147944,0.687156
91.942949,318,857.370554,0.530822
137.042723,406,834.360381,2.004067
140.053359,241,671.664259,0.311144
108.164936,268,854.02881,0.288732
85.929662,335,856.365152,0.580159
142.678922,280,969.933773,0.41315
88.16591,266,791.411591,0.267672
131.76925,436,849.478277,2.512868
159.867975,473,722.628738,5.243215
164.713153,404,914.5379,2.209487
147.776198,343,550.337776,1.717463
164.265979,301,806.074745,0.761686
119.185283,357,729.013053,1.228026
118.479494,463,837.844077,2.885559
91.615646,307,594.33024,0.645931
140.833042,316,501.406186,1.347514
100.611553,445,515.156396,3.425718
137.5099,270,693.677751,0.490823
104.518647,360,938.517402,0.875554
146.698562,340,793.756892,1.111063
121.108608,430,561.001688,3.53087
122.616459,244,621.616745,0.336754
124.093015,397,786.121081,1.829073
109.686165,260,599.575474,0.379341
162.737875,267,516.492805,0.744119
132.263876,428,592.62688,3.443068
108.376698,380,720.837197,1.439061
132.29707,280,688.395293,0.548341
124.096582,443,583.37231,3.744318
164.96503,332,590.506428,1.591013
158.759102,372,863.798687,1.606678
153.039899,442,670.026216,4.089773
156.116051,294,774.417071,0.715181
104.80274,462,795.392042,2.770358
88.16655,393,924.293723,1.106109
143.945655,474,925.652163,3.573532
91.958952,422,715.717993,1.850823
144.674575,406,857.112407,2.07413
146.941029,312,766.066979,0.857716
151.132418,314,780.168069,0.8921
84.837171,394,915.440118,1.082619
95.076118,336,635.044665,0.905606
116.275834,366,980.458334,1.007239
86.075931,240,508.44129,0.248787
144.464897,284,979.619376,0.439275
102.742161,279,598.858,0.493826
156.6917,250,730.864072,0.376636
161.975253,249,995.020493,0.304587
162.481841,297,796.959759,0.720861
91.70311,462,505.913019,3.669771
124.254652,327,963.032972,0.666037
132.082271,277,684.40129,0.553562
120.79606,364,991.089226,0.966736
87.868457,461,744.283968,2.546903
137.404752,368,545.146255,2.121579
135.993157,315,735.753809,0.80833
96.283041,249,548.239301,0.317902
113.700528,462,572.088785,4.317709
112.093728,241,837.536005,0.210167
120.332453,387,763.738272,1.723303
117.635557,380,749.096576,1.591975
122.535507,466,603.016298,4.384037
91.006001,473,766.105967,2.851382
161.569612,382,632.12231,2.430153
89.287384,272,550.739213,0.395602
161.402965,380,880.31156,1.839828
91.483261,247,531.657673,0.300236
97.715877,375,933.621011,0.916291
113.646277,310,913.550353,0.512642
114.336657,313,668.678077,0.75209
132.207424,374,785.688192,1.543076
122.603645,279,658.04399,0.545651
157.235538,438,927.610773,3.008734
120.052895,286,658.349332,0.588847
145.194725,425,878.316774,2.445219
109.365823,334,925.957023,0.654969
89.673958,357,641.158411,1.022573
121.350418,397,777.67979,1.803575
131.887935,455,619.956098,4.414431
143.329048,468,917.634805,3.581134
142.238842,418,861.762807,2.276501
113.068112,371,725.816704,1.359284
136.481896,463,891.435534,3.177047
115.726806,461,577.45929,4.113131
124.043711,245,627.473456,0.326978
110.010165,335,679.397398,0.933126
115.577172,319,678.93699,0.809299
151.580927,312,530.133103,1.315356
134.064655,334,750.245786,0.988078
118.84006,319,688.539914,0.864523
130.995948,465,877.412862,3.29902
144.92509,440,643.629208,3.929808
115.91418,405,519.576402,2.851208
109.941909,406,502.328706,2.810208
116.830195,413,531.071493,3.04541
128.968331,408,812.423821,2.063245
87.40345,342,868.938698,0.66509
121.372889,465,848.336024,3.134435
163.455214,449,957.702078,3.367207
149.728598,384,599.307816,2.525572
94.592233,272,567.200326,0.408993
142.309157,356,797.243061,1.286766
131.662309,419,581.470139,3.365969
131.478517,464,628.281682,4.698964
126.162353,328,720.224827,0.94069
84.98434,288,804.988982,0.331501
141.5134,319,756.790517,0.864972
84.076498,317,832.739893,0.466396
109.340399,276,865.967195,0.341469
111.372262,274,619.189232,0.461429
129.652532,437,594.595398,3.835746
141.59929,332,770.55951,0.99878
148.47926,246,952.132687,0.274686
135.431347,253,919.9012,0.287027
144.760277,449,901.975465,3.115401
87.900779,249,523.279872,0.301809
152.720278,243,711.580764,0.33505
141.945862,252,688.646677,0.388112
120.859234,376,504.648853,2.277141
145.943886,416,871.341815,2.390278
129.159126,301,701.37457,0.701282
106.569,415,501.524571,2.972282
130.317888,281,683.375225,0.578631
161.472884,471,725.010439,4.941012
150.007376,328,791.265215,1.039912
153.949,413,642.058984,3.103145
90.022798,354,638.467588,0.996598
130.626962,272,925.282067,0.348892
86.556034,353,627.277839,0.961152
99.559727,257,565.892953,0.36274
105.295706,471,557.018325,4.191555
134.967736,372,792.822387,1.531584
124.56187,428,819.977713,2.386459
148.826003,311,520.648282,1.232788
132.070148,436,850.434479,2.646981
166.596352,302,564.519746,1.091789
148.072469,432,644.346565,3.734151
88.336712,478,763.153852,2.751978
156.23112,373,857.234463,1.688863
122.392705,437,822.484474,2.411841
135.163432,256,922.606881,0.284811
114.834007,242,846.197097,0.206382
125.573862,276,664.165908,0.505996
106.025727,300,631.056554,0.649772
155.854194,361,593.944516,1.974843
156.063325,373,606.853352,2.324913
163.112497,434,691.496521,3.957903
147.1495,392,599.675202,2.824461
131.848299,437,600.353241,3.870348
112.262749,404,507.791621,2.651509
142.91472,405,600.843057,2.963489
112.124255,330,680.292021,0.895593
83.846989,328,843.687171,0.553461
100.844661,272,586.360263,0.42426
103.902805,323,897.933246,0.557664
154.6899,338,565.675756,1.658721
95.324602,315,613.867837,0.688635
136.856092,428,856.4597,2.537805
148.137808,377,837.016466,1.616983
138.880019,395,578.165843,2.695215
161.628209,414,666.521394,3.192237
94.219771,287,831.50845,0.371693
164.187131,444,705.462054,4.075943
93.114006,260,800.074242,0.256193
89.409888,282,562.170907,0.448956
161.351463,305,801.773011,0.791208
100.370753,383,950.581797,1.062138
166.319924,415,931.484405,2.445485
86.694532,297,569.466722,0.528241
144.830591,387,837.455719,1.841185
106.494976,297,878.933307,0.417274
147.716899,245,948.426912,0.269693
152.381409,359,831.412214,1.450494
165.133195,419,682.164379,3.529634
94.113787,400,948.734934,1.182528
97.658452,300,855.177473,0.427617
147.661805,379,837.358663,1.645164
107.625495,460,552.318671,3.934802
88.952023,350,631.065924,0.950662
160.610718,434,684.411863,3.735402
157.50317,459,950.562463,3.384398
109.539965,442,538.792386,3.498767
165.445329,315,824.928826,0.901501
140.959951,429,619.486218,3.750796
123.311673,331,965.049896,0.692212
159.838118,381,876.726304,1.846457
134.45408,284,949.135217,0.439513
107.050542,396,733.61745,1.648004
128.256532,468,622.715036,4.545164
144.046915,339,784.758723,1.087756
154.605084,467,950.651909,3.733155
94.549711,244,787.886865,0.20483
106.86557,341,926.137386,0.694147
100.684434,458,779.06862,2.61352
127.431163,263,655.96308,0.450392
124.276994,450,591.098431,3.94379
117.313543,277,640.735044,0.518542
115.79319,256,864.091666,0.269223
99.949172,258,568.885647,0.368107
161.169398,296,792.171504,0.745116
139.025906,470,656.271555,5.042867
163.45924,259,760.012116,0.438391
143.788301,335,530.20848,1.650727
153.684374,290,762.897522,0.641706
89.101106,347,628.858314,0.923128
161.864488,400,652.416145,2.990079
126.409513,451,848.879807,2.895724
85.38046,389,661.522792,1.329506
90.064207,353,637.625329,1.038076
89.577686,263,542.755773,0.370143
90.361428,439,728.317093,2.093715
154.365773,335,561.549166,1.688516
131.237402,318,725.393776,0.861449
154.193757,422,652.604603,3.337425
148.043516,416,627.60338,3.126126
135.421577,453,627.729008,4.410628
95.441109,451,506.579624,3.653439
106.560513,256,585.975836,0.353234
136.468999,409,835.024347,2.15943
96.238437,381,685.444603,1.343181
110.230716,261,852.637794,0.279376
159.986877,468,716.964347,4.81711
121.396725,427,808.769368,2.21306
109.314284,438,784.707999,2.489266
156.892174,399,886.80381,2.153619
95.278599,293,591.046443,0.533856
124.184662,384,522.289526,2.468441
135.030308,381,552.343594,2.362603
121.035366,397,526.201299,2.724139
136.50346,430,857.636503,2.448614
147.011576,262,714.442429,0.455241
115.201949,363,973.266997,0.971449
91.009656,442,983.433024,1.647371
94.449292,293,838.894419,0.382228
104.918145,445,528.140309,3.498594
160.710597,440,690.550347,3.916377
132.41833,347,508.583906,1.720867
95.094288,266,562.031304,0.379441
135.192179,322,990.627904,0.702842
128.113852,411,812.63375,2.108951
116.761938,410,527.846497,2.827822
132.406954,375,787.612425,1.558666
100.319668,283,595.992121,0.512016
122.012179,445,579.959263,3.956132
137.01882,380,556.44163,2.478065
83.572644,373,889.102743,0.879157
129.978976,406,562.493088,2.873693
119.33848,399,773.532783,1.907355
119.307584,282,651.46524,0.531438
158.676252,290,528.234072,1.035456
112.169219,478,584.518806,4.778708
94.086363,262,554.759208,0.37606
145.990857,327,529.067319,1.526613
87.044068,357,883.441043,0.737226
134.272016,275,939.53371,0.370402
145.705695,242,939.307207,0.255164
125.395848,312,951.242748,0.56367
117.80735,376,745.500481,1.535219
163.458867,370,876.093711,1.602816
160.489174,294,537.811871,0.985016
121.013159,256,630.12662,0.397234
158.045872,310,796.536213,0.830383
131.011761,473,635.321493,4.762277
120.227414,403,779.988826,1.890927
109.232776,241,828.313344,0.216881
141.826146,316,755.050096,0.880216
146.68945,373,578.116142,2.274485
120.121443,265,886.499357,0.298541
132.608945,458,624.464294,4.52773
153.999586,456,937.053034,3.423728
86.33658,346,619.145102,0.942115
83.680154,426,944.54832,1.349564
138.035001,414,595.347931,3.14317
91.68848,477,522.390596,4.044828
146.143166,450,657.598106,4.040589
144.490429,366,565.025369,2.226089
143.000542,424,620.972226,3.453788
166.051213,461,728.810105,4.653792
138.962131,299,728.266369,0.678144
156.652863,267,997.701068,0.387316
131.96629,367,528.553354,2.17377
88.179515,465,748.756743,2.631607
99.056057,340,900.878354,0.717138
129.02578,346,997.967227,0.885127
107.667575,432,773.117697,2.237321
136.258546,241,659.683221,0.339488
135.877758,275,944.199678,0.392664
87.298922,325,599.991981,0.72648
126.843943,258,899.360709,0.280732
125.879117,443,588.833102,3.769064
118.648082,368,739.307599,1.430453
97.944313,450,763.083425,2.411056
98.302088,375,685.937593,1.354246
141.369672,268,952.816033,0.366647
90.434027,395,682.507131,1.533776
125.382733,341,731.310284,1.130173
84.728526,382,652.290932,1.242594
146.758921,361,816.003296,1.377335
96.112736,445,751.645919,2.408342
161.85934,303,801.391534,0.773663
103.54986,240,810.9866,0.195664
93.190866,381,675.993732,1.315084
153.396202,421,649.068488,3.303848
131.974665,306,714.412206,0.753668
155.673006,424,909.08897,2.533286
111.822398,292,639.970486,0.579549
122.718028,328,959.411277,0.667513
137.63571,330,506.676723,1.547896
107.567569,387,725.842937,1.525933
156.448254,389,874.508341,1.869375
86.038486,298,818.334981,0.379195
126.011302,331,722.432642,1.020244
145.511886,317,517.234112,1.372642
90.139337,344,878.392643,0.662854
111.856217,407,509.258517,2.713147
116.166977,272,881.369876,0.321346
142.323148,450,895.657859,2.954275
85.319314,366,637.354266,1.133721
95.893172,450,506.871129,3.456906
139.640897,480,668.630123,4.901081
89.281721,281,810.850418,0.330311
